seq,query_id,status,start_s,end_s,rel_start_s,rel_end_s,latency_s
304,4190770,completed,1785302298.813,1785302301.017,1013.412,1015.616,2.204
305,4213884,completed,1785302300.659,1785302302.709,1015.258,1017.308,2.050
306,2726434,failed,1785302300.935,1785302301.007,1015.533,1015.605,0.072
307,3995948,completed,1785302301.441,1785302302.670,1016.040,1017.269,1.229
308,2762681,completed,1785302302.671,1785302306.158,1017.269,1020.756,3.487
309,3000120,completed,1785302303.330,1785302306.832,1017.929,1021.431,3.502
310,3280285,completed,1785302303.619,1785302306.883,1018.218,1021.482,3.264
311,4344793,completed,1785302304.208,1785302307.338,1018.806,1021.936,3.130
312,3360484,completed,1785302304.471,1785302308.365,1019.070,1022.964,3.894
313,4454502,completed,1785302304.857,1785302308.720,1019.456,1023.319,3.863
314,3338842,completed,1785302305.884,1785302307.425,1020.482,1022.023,1.541
315,2900024,completed,1785302306.674,1785302307.920,1021.273,1022.519,1.246
316,3493310,completed,1785302308.371,1785302309.581,1022.970,1024.180,1.210
317,4287631,completed,1785302309.289,1785302310.668,1023.887,1025.266,1.379
318,3223945,completed,1785302310.594,1785302312.009,1025.192,1026.607,1.415
319,4226809,completed,1785302311.326,1785302312.606,1025.925,1027.205,1.280
320,2925823,completed,1785302312.701,1785302314.245,1027.300,1028.844,1.544
321,3995973,completed,1785302314.983,1785302318.640,1029.582,1033.239,3.657
322,2841352,completed,1785302317.098,1785302319.339,1031.696,1033.937,2.241
323,3296055,completed,1785302319.608,1785302322.598,1034.207,1037.197,2.990
324,2855248,completed,1785302320.670,1785302323.378,1035.268,1037.976,2.708
325,4110087,completed,1785302321.615,1785302323.943,1036.214,1038.542,2.328
326,2790227,completed,1785302322.812,1785302324.873,1037.411,1039.472,2.061
327,3032255,completed,1785302324.956,1785302327.020,1039.555,1041.619,2.064
328,4202768,completed,1785302326.074,1785302327.330,1040.673,1041.929,1.256
329,3802605,completed,1785302328.449,1785302330.539,1043.048,1045.138,2.090
330,2873291,completed,1785302329.483,1785302331.541,1044.082,1046.140,2.058
331,2974216,completed,1785302331.233,1785302332.408,1045.832,1047.007,1.175
332,3134186,completed,1785302333.209,1785302334.396,1047.808,1048.995,1.187
333,4329401,completed,1785302333.750,1785302335.200,1048.349,1049.799,1.450
334,3962992,completed,1785302334.722,1785302336.057,1049.321,1050.656,1.335
335,4502582,completed,1785302336.627,1785302337.791,1051.226,1052.390,1.164
336,3461248,completed,1785302337.818,1785302339.314,1052.417,1053.913,1.496
337,2873340,completed,1785302339.108,1785302341.285,1053.707,1055.884,2.177
338,3758797,completed,1785302340.939,1785302343.199,1055.538,1057.798,2.260
339,3534494,completed,1785302343.576,1785302344.722,1058.175,1059.321,1.146
340,4109424,completed,1785302344.511,1785302345.700,1059.109,1060.298,1.189
341,3555457,completed,1785302345.669,1785302346.861,1060.267,1061.459,1.192
342,4353754,completed,1785302346.223,1785302347.427,1060.821,1062.025,1.204
343,4198189,completed,1785302346.973,1785302348.186,1061.571,1062.784,1.213
344,3637299,completed,1785302348.101,1785302350.266,1062.700,1064.865,2.165
345,3392855,completed,1785302348.879,1785302350.061,1063.477,1064.659,1.182
346,3904488,completed,1785302349.422,1785302350.597,1064.021,1065.196,1.175
347,3700009,completed,1785302350.022,1785302351.187,1064.621,1065.786,1.165
348,3158459,completed,1785302350.638,1785302351.939,1065.237,1066.538,1.301
349,2931787,completed,1785302351.837,1785302353.000,1066.436,1067.599,1.163
350,3824159,completed,1785302352.767,1785302353.970,1067.366,1068.569,1.203
351,2964952,completed,1785302353.752,1785302354.928,1068.351,1069.527,1.176
352,3524145,completed,1785302360.526,1785302362.326,1075.124,1076.924,1.800
353,3003916,completed,1785302365.129,1785302365.840,1079.728,1080.439,0.711
354,2769885,completed,1785302374.413,1785302376.917,1089.012,1091.516,2.504
355,4294277,completed,1785302378.892,1785302380.132,1093.491,1094.731,1.240
356,2699185,completed,1785302382.806,1785302387.070,1097.405,1101.669,4.264
357,2864733,completed,1785302384.114,1785302385.587,1098.713,1100.186,1.473
358,4196768,completed,1785302385.643,1785302388.245,1100.242,1102.844,2.602
359,2967896,completed,1785302390.614,1785302392.227,1105.213,1106.826,1.613
360,2920665,completed,1785302395.677,1785302397.499,1110.275,1112.097,1.822
361,4374789,completed,1785302402.805,1785302428.377,1117.404,1142.976,25.572
362,2964953,completed,1785302403.405,1785302405.541,1118.004,1120.140,2.136
363,3876036,completed,1785302404.653,1785302407.866,1119.252,1122.465,3.213
364,3178262,completed,1785302407.326,1785302409.939,1121.925,1124.538,2.613
365,3579018,completed,1785302408.086,1785302409.781,1122.685,1124.380,1.695
366,4237932,completed,1785302409.268,1785302410.568,1123.866,1125.166,1.300
367,2838538,completed,1785302410.035,1785302411.439,1124.634,1126.038,1.404
368,2882825,completed,1785302410.696,1785302413.898,1125.295,1128.497,3.202
369,3673983,completed,1785302411.191,1785302412.495,1125.790,1127.094,1.304
370,3524146,completed,1785302412.231,1785302414.979,1126.830,1129.578,2.748
371,3060153,completed,1785302413.450,1785302416.218,1128.049,1130.817,2.768
372,4115720,completed,1785302415.145,1785302416.552,1129.743,1131.150,1.407
373,3733692,completed,1785302415.673,1785302416.973,1130.272,1131.572,1.300
374,4406274,completed,1785302416.268,1785302418.223,1130.867,1132.822,1.955
375,4394373,completed,1785302417.304,1785302419.624,1131.903,1134.223,2.320
376,3712699,completed,1785302418.685,1785302421.192,1133.284,1135.791,2.507
377,3997207,completed,1785302419.528,1785302421.992,1134.126,1136.590,2.464
378,4233649,completed,1785302420.450,1785302422.041,1135.049,1136.640,1.591
379,3757552,completed,1785302421.661,1785302422.929,1136.260,1137.528,1.268
380,3204427,completed,1785302422.354,1785302424.563,1136.953,1139.162,2.209
381,4123523,completed,1785302423.424,1785302424.871,1138.022,1139.469,1.447
382,4226838,completed,1785302423.749,1785302424.962,1138.347,1139.560,1.213
383,4431494,completed,1785302424.465,1785302428.137,1139.064,1142.736,3.672
384,2817619,completed,1785302426.098,1785302428.935,1140.697,1143.534,2.837
385,4447662,completed,1785302426.832,1785302428.329,1141.430,1142.927,1.497
386,4126404,completed,1785302427.277,1785302428.605,1141.876,1143.204,1.328
387,3968351,completed,1785302428.250,1785302429.773,1142.849,1144.372,1.523
388,2701614,completed,1785302429.047,1785302430.574,1143.646,1145.173,1.527
